Place,Sponsor,Team,Size,Complexity,Method,Type,Score,Scaled Score,Prediction
moderate,excellent,good,medium,complex,agile,Customizing of bought solution,38.57037037,55.86606679,good
moderate,excellent,good,medium,complex,agile,Modernisation,40.06296296,59.35282921,good
moderate,excellent,good,medium,average,waterfall,Greenfield,34.72222222,46.87662225,moderate
moderate,excellent,good,medium,average,waterfall,Development with components,35.98518519,49.82695968,good
moderate,excellent,good,medium,average,waterfall,Customizing of bought solution,36.78888889,51.70444714,good
moderate,excellent,good,medium,average,waterfall,Modernisation,38.28148148,55.19120955,good
moderate,excellent,good,medium,average,agile,Greenfield,37.83703704,54.15296764,good
moderate,excellent,good,medium,average,agile,Development with components,39.1,57.10330507,good
moderate,excellent,good,medium,average,agile,Customizing of bought solution,39.9037037,58.98079252,good
moderate,excellent,good,medium,average,agile,Modernisation,41.3962963,62.46755494,good
moderate,excellent,good,medium,easy,waterfall,Greenfield,35.07777778,47.70721578,moderate
moderate,excellent,good,medium,easy,waterfall,Development with components,36.34074074,50.65755321,good
moderate,excellent,good,medium,easy,waterfall,Customizing of bought solution,37.14444444,52.53504066,good
moderate,excellent,good,medium,easy,waterfall,Modernisation,38.63703704,56.02180308,good
moderate,excellent,good,medium,easy,agile,Greenfield,38.19259259,54.98356117,good
moderate,excellent,good,medium,easy,agile,Development with components,39.45555556,57.9338986,good
moderate,excellent,good,medium,easy,agile,Customizing of bought solution,40.25925926,59.81138605,good
moderate,excellent,good,medium,easy,agile,Modernisation,41.75185185,63.29814847,good
moderate,excellent,good,medium,very easy,waterfall,Greenfield,35.25555556,48.12251255,good
moderate,excellent,good,medium,very easy,waterfall,Development with components,36.51851852,51.07284997,good
moderate,excellent,good,medium,very easy,waterfall,Customizing of bought solution,37.32222222,52.95033743,good
moderate,excellent,good,medium,very easy,waterfall,Modernisation,38.81481481,56.43709984,good
moderate,excellent,good,medium,very easy,agile,Greenfield,38.37037037,55.39885793,good
moderate,excellent,good,medium,very easy,agile,Development with components,39.63333333,58.34919536,good
moderate,excellent,good,medium,very easy,agile,Customizing of bought solution,40.43703704,60.22668282,good
moderate,excellent,good,medium,very easy,agile,Modernisation,41.92962963,63.71344523,good
moderate,excellent,good,moderate,very complex,waterfall,Greenfield,34.75185185,46.94583838,moderate
moderate,excellent,good,moderate,very complex,waterfall,Development with components,36.01481481,49.89617581,good
moderate,excellent,good,moderate,very complex,waterfall,Customizing of bought solution,36.81851852,51.77366326,good
moderate,excellent,good,moderate,very complex,waterfall,Modernisation,38.31111111,55.26042568,good
moderate,excellent,good,moderate,very complex,agile,Greenfield,37.86666667,54.22218377,good
moderate,excellent,good,moderate,very complex,agile,Development with components,39.12962963,57.1725212,good
moderate,excellent,good,moderate,very complex,agile,Customizing of bought solution,39.93333333,59.05000865,good
moderate,excellent,good,moderate,very complex,agile,Modernisation,41.42592593,62.53677107,good
moderate,excellent,good,moderate,complex,waterfall,Greenfield,35.01851852,47.56878353,moderate
moderate,excellent,good,moderate,complex,waterfall,Development with components,36.28148148,50.51912096,good
moderate,excellent,good,moderate,complex,waterfall,Customizing of bought solution,37.08518519,52.39660841,good
moderate,excellent,good,moderate,complex,waterfall,Modernisation,38.57777778,55.88337083,good
moderate,excellent,good,moderate,complex,agile,Greenfield,38.13333333,54.84512892,good
moderate,excellent,good,moderate,complex,agile,Development with components,39.3962963,57.79546634,good
moderate,excellent,good,moderate,complex,agile,Customizing of bought solution,40.2,59.6729538,good
moderate,excellent,good,moderate,complex,agile,Modernisation,41.69259259,63.15971621,good
moderate,excellent,good,moderate,average,waterfall,Greenfield,36.35185185,50.68350926,good
moderate,excellent,good,moderate,average,waterfall,Development with components,37.61481481,53.63384669,good
moderate,excellent,good,moderate,average,waterfall,Customizing of bought solution,38.41851852,55.51133414,good
moderate,excellent,good,moderate,average,waterfall,Modernisation,39.91111111,58.99809656,good
moderate,excellent,good,moderate,average,agile,Greenfield,39.46666667,57.95985465,good
moderate,excellent,good,moderate,average,agile,Development with components,40.72962963,60.91019207,good
moderate,excellent,good,moderate,average,agile,Customizing of bought solution,41.53333333,62.78767953,good
moderate,excellent,good,moderate,average,agile,Modernisation,43.02592593,66.27444194,good
moderate,excellent,good,moderate,easy,waterfall,Greenfield,36.70740741,51.51410279,good
moderate,excellent,good,moderate,easy,waterfall,Development with components,37.97037037,54.46444021,good
moderate,excellent,good,moderate,easy,waterfall,Customizing of bought solution,38.77407407,56.34192767,good
moderate,excellent,good,moderate,easy,waterfall,Modernisation,40.26666667,59.82869008,good
moderate,excellent,good,moderate,easy,agile,Greenfield,39.82222222,58.79044817,good
moderate,excellent,good,moderate,easy,agile,Development with components,41.08518519,61.7407856,good
moderate,excellent,good,moderate,easy,agile,Customizing of bought solution,41.88888889,63.61827306,good
moderate,excellent,good,moderate,easy,agile,Modernisation,43.38148148,67.10503547,good
moderate,excellent,good,moderate,very easy,waterfall,Greenfield,36.88518519,51.92939955,good
moderate,excellent,good,moderate,very easy,waterfall,Development with components,38.14814815,54.87973698,good
moderate,excellent,good,moderate,very easy,waterfall,Customizing of bought solution,38.95185185,56.75722443,good
moderate,excellent,good,moderate,very easy,waterfall,Modernisation,40.44444444,60.24398685,good
moderate,excellent,good,moderate,very easy,agile,Greenfield,40,59.20574494,good
moderate,excellent,good,moderate,very easy,agile,Development with components,41.26296296,62.15608237,good
moderate,excellent,good,moderate,very easy,agile,Customizing of bought solution,42.06666667,64.03356982,good
moderate,excellent,good,moderate,very easy,agile,Modernisation,43.55925926,67.52033224,good
moderate,excellent,good,small,very complex,waterfall,Greenfield,41.88148148,63.60096903,good
moderate,excellent,good,small,very complex,waterfall,Development with components,43.14444444,66.55130645,good
moderate,excellent,good,small,very complex,waterfall,Customizing of bought solution,43.94814815,68.42879391,good
moderate,excellent,good,small,very complex,waterfall,Modernisation,45.44074074,71.91555632,excellent
moderate,excellent,good,small,very complex,agile,Greenfield,44.9962963,70.87731441,excellent
moderate,excellent,good,small,very complex,agile,Development with components,46.25925926,73.82765184,excellent
moderate,excellent,good,small,very complex,agile,Customizing of bought solution,47.06296296,75.7051393,excellent
moderate,excellent,good,small,very complex,agile,Modernisation,48.55555556,79.19190171,excellent
moderate,excellent,good,small,complex,waterfall,Greenfield,42.14814815,64.22391417,good
moderate,excellent,good,small,complex,waterfall,Development with components,43.41111111,67.1742516,good
moderate,excellent,good,small,complex,waterfall,Customizing of bought solution,44.21481481,69.05173906,good
moderate,excellent,good,small,complex,waterfall,Modernisation,45.70740741,72.53850147,excellent
moderate,excellent,good,small,complex,agile,Greenfield,45.26296296,71.50025956,excellent
moderate,excellent,good,small,complex,agile,Development with components,46.52592593,74.45059699,excellent
moderate,excellent,good,small,complex,agile,Customizing of bought solution,47.32962963,76.32808444,excellent
moderate,excellent,good,small,complex,agile,Modernisation,48.82222222,79.81484686,excellent
moderate,excellent,good,small,average,waterfall,Greenfield,43.48148148,67.3386399,good
moderate,excellent,good,small,average,waterfall,Development with components,44.74444444,70.28897733,excellent
moderate,excellent,good,small,average,waterfall,Customizing of bought solution,45.54814815,72.16646479,excellent
moderate,excellent,good,small,average,waterfall,Modernisation,47.04074074,75.6532272,excellent
moderate,excellent,good,small,average,agile,Greenfield,46.5962963,74.61498529,excellent
moderate,excellent,good,small,average,agile,Development with components,47.85925926,77.56532272,excellent
moderate,excellent,good,small,average,agile,Customizing of bought solution,48.66296296,79.44281017,excellent
moderate,excellent,good,small,average,agile,Modernisation,50.15555556,82.92957259,excellent
moderate,excellent,good,small,easy,waterfall,Greenfield,43.83703704,68.16923343,good
moderate,excellent,good,small,easy,waterfall,Development with components,45.1,71.11957086,excellent
moderate,excellent,good,small,easy,waterfall,Customizing of bought solution,45.9037037,72.99705831,excellent
moderate,excellent,good,small,easy,waterfall,Modernisation,47.3962963,76.48382073,excellent
moderate,excellent,good,small,easy,agile,Greenfield,46.95185185,75.44557882,excellent
moderate,excellent,good,small,easy,agile,Development with components,48.21481481,78.39591625,excellent
moderate,excellent,good,small,easy,agile,Customizing of bought solution,49.01851852,80.2734037,excellent
moderate,excellent,good,small,easy,agile,Modernisation,50.51111111,83.76016612,excellent
moderate,excellent,good,small,very easy,waterfall,Greenfield,44.01481481,68.5845302,good
moderate,excellent,good,small,very easy,waterfall,Development with components,45.27777778,71.53486762,excellent
moderate,excellent,good,small,very easy,waterfall,Customizing of bought solution,46.08148148,73.41235508,excellent
moderate,excellent,good,small,very easy,waterfall,Modernisation,47.57407407,76.89911749,excellent
moderate,excellent,good,small,very easy,agile,Greenfield,47.12962963,75.86087558,excellent
moderate,excellent,good,small,very easy,agile,Development with components,48.39259259,78.81121301,excellent
moderate,excellent,good,small,very easy,agile,Customizing of bought solution,49.1962963,80.68870047,excellent
moderate,excellent,good,small,very easy,agile,Modernisation,50.68888889,84.17546288,excellent
moderate,excellent,excellent,grand,very complex,waterfall,Greenfield,34.75185185,46.94583838,moderate
moderate,excellent,excellent,grand,very complex,waterfall,Development with components,36.01481481,49.89617581,good
moderate,excellent,excellent,grand,very complex,waterfall,Customizing of bought solution,36.81851852,51.77366326,good
moderate,excellent,excellent,grand,very complex,waterfall,Modernisation,38.31111111,55.26042568,good
moderate,excellent,excellent,grand,very complex,agile,Greenfield,37.86666667,54.22218377,good
moderate,excellent,excellent,grand,very complex,agile,Development with components,39.12962963,57.1725212,good
moderate,excellent,excellent,grand,very complex,agile,Customizing of bought solution,39.93333333,59.05000865,good
moderate,excellent,excellent,grand,very complex,agile,Modernisation,41.42592593,62.53677107,good
moderate,excellent,excellent,grand,complex,waterfall,Greenfield,35.01851852,47.56878353,moderate
moderate,excellent,excellent,grand,complex,waterfall,Development with components,36.28148148,50.51912096,good
moderate,excellent,excellent,grand,complex,waterfall,Customizing of bought solution,37.08518519,52.39660841,good
moderate,excellent,excellent,grand,complex,waterfall,Modernisation,38.57777778,55.88337083,good
moderate,excellent,excellent,grand,complex,agile,Greenfield,38.13333333,54.84512892,good
moderate,excellent,excellent,grand,complex,agile,Development with components,39.3962963,57.79546634,good
moderate,excellent,excellent,grand,complex,agile,Customizing of bought solution,40.2,59.6729538,good
moderate,excellent,excellent,grand,complex,agile,Modernisation,41.69259259,63.15971621,good
moderate,excellent,excellent,grand,average,waterfall,Greenfield,36.35185185,50.68350926,good
moderate,excellent,excellent,grand,average,waterfall,Development with components,37.61481481,53.63384669,good
moderate,excellent,excellent,grand,average,waterfall,Customizing of bought solution,38.41851852,55.51133414,good
moderate,excellent,excellent,grand,average,waterfall,Modernisation,39.91111111,58.99809656,good
moderate,excellent,excellent,grand,average,agile,Greenfield,39.46666667,57.95985465,good
moderate,excellent,excellent,grand,average,agile,Development with components,40.72962963,60.91019207,good
moderate,excellent,excellent,grand,average,agile,Customizing of bought solution,41.53333333,62.78767953,good
moderate,excellent,excellent,grand,average,agile,Modernisation,43.02592593,66.27444194,good
moderate,excellent,excellent,grand,easy,waterfall,Greenfield,36.70740741,51.51410279,good
moderate,excellent,excellent,grand,easy,waterfall,Development with components,37.97037037,54.46444021,good
moderate,excellent,excellent,grand,easy,waterfall,Customizing of bought solution,38.77407407,56.34192767,good
moderate,excellent,excellent,grand,easy,waterfall,Modernisation,40.26666667,59.82869008,good
moderate,excellent,excellent,grand,easy,agile,Greenfield,39.82222222,58.79044817,good
moderate,excellent,excellent,grand,easy,agile,Development with components,41.08518519,61.7407856,good
moderate,excellent,excellent,grand,easy,agile,Customizing of bought solution,41.88888889,63.61827306,good
moderate,excellent,excellent,grand,easy,agile,Modernisation,43.38148148,67.10503547,good
moderate,excellent,excellent,grand,very easy,waterfall,Greenfield,36.88518519,51.92939955,good
moderate,excellent,excellent,grand,very easy,waterfall,Development with components,38.14814815,54.87973698,good
moderate,excellent,excellent,grand,very easy,waterfall,Customizing of bought solution,38.95185185,56.75722443,good
moderate,excellent,excellent,grand,very easy,waterfall,Modernisation,40.44444444,60.24398685,good
moderate,excellent,excellent,grand,very easy,agile,Greenfield,40,59.20574494,good
moderate,excellent,excellent,grand,very easy,agile,Development with components,41.26296296,62.15608237,good
moderate,excellent,excellent,grand,very easy,agile,Customizing of bought solution,42.06666667,64.03356982,good
moderate,excellent,excellent,grand,very easy,agile,Modernisation,43.55925926,67.52033224,good
moderate,excellent,excellent,large,very complex,waterfall,Greenfield,35.97407407,49.80100363,good
moderate,excellent,excellent,large,very complex,waterfall,Development with components,37.23703704,52.75134106,good
moderate,excellent,excellent,large,very complex,waterfall,Customizing of bought solution,38.04074074,54.62882852,good
moderate,excellent,excellent,large,very complex,waterfall,Modernisation,39.53333333,58.11559093,good
moderate,excellent,excellent,large,very complex,agile,Greenfield,39.08888889,57.07734902,good
moderate,excellent,excellent,large,very complex,agile,Development with components,40.35185185,60.02768645,good
moderate,excellent,excellent,large,very complex,agile,Customizing of bought solution,41.15555556,61.90517391,good
moderate,excellent,excellent,large,very complex,agile,Modernisation,42.64814815,65.39193632,good
moderate,excellent,excellent,large,complex,waterfall,Greenfield,36.24074074,50.42394878,good
moderate,excellent,excellent,large,complex,waterfall,Development with components,37.5037037,53.37428621,good
moderate,excellent,excellent,large,complex,waterfall,Customizing of bought solution,38.30740741,55.25177366,good
moderate,excellent,excellent,large,complex,waterfall,Modernisation,39.8,58.73853608,good
moderate,excellent,excellent,large,complex,agile,Greenfield,39.35555556,57.70029417,good
moderate,excellent,excellent,large,complex,agile,Development with components,40.61851852,60.6506316,good
moderate,excellent,excellent,large,complex,agile,Customizing of bought solution,41.42222222,62.52811905,good
moderate,excellent,excellent,large,complex,agile,Modernisation,42.91481481,66.01488147,good
moderate,excellent,excellent,large,average,waterfall,Greenfield,37.57407407,53.53867451,good
moderate,excellent,excellent,large,average,waterfall,Development with components,38.83703704,56.48901194,good
moderate,excellent,excellent,large,average,waterfall,Customizing of bought solution,39.64074074,58.36649939,good
moderate,excellent,excellent,large,average,waterfall,Modernisation,41.13333333,61.85326181,good
moderate,excellent,excellent,large,average,agile,Greenfield,40.68888889,60.8150199,good
moderate,excellent,excellent,large,average,agile,Development with components,41.95185185,63.76535733,good
moderate,excellent,excellent,large,average,agile,Customizing of bought solution,42.75555556,65.64284478,good
moderate,excellent,excellent,large,average,agile,Modernisation,44.24814815,69.1296072,good
moderate,excellent,excellent,large,easy,waterfall,Greenfield,37.92962963,54.36926804,good
moderate,excellent,excellent,large,easy,waterfall,Development with components,39.19259259,57.31960547,good
moderate,excellent,excellent,large,easy,waterfall,Customizing of bought solution,39.9962963,59.19709292,good
moderate,excellent,excellent,large,easy,waterfall,Modernisation,41.48888889,62.68385534,good
moderate,excellent,excellent,large,easy,agile,Greenfield,41.04444444,61.64561343,good
moderate,excellent,excellent,large,easy,agile,Development with components,42.30740741,64.59595086,good
moderate,excellent,excellent,large,easy,agile,Customizing of bought solution,43.11111111,66.47343831,good
moderate,excellent,excellent,large,easy,agile,Modernisation,44.6037037,69.96020073,good
moderate,excellent,excellent,large,very easy,waterfall,Greenfield,38.10740741,54.7845648,good
moderate,excellent,excellent,large,very easy,waterfall,Development with components,39.37037037,57.73490223,good
moderate,excellent,excellent,large,very easy,waterfall,Customizing of bought solution,40.17407407,59.61238969,good
moderate,excellent,excellent,large,very easy,waterfall,Modernisation,41.66666667,63.0991521,good
moderate,excellent,excellent,large,very easy,agile,Greenfield,41.22222222,62.06091019,good
moderate,excellent,excellent,large,very easy,agile,Development with components,42.48518519,65.01124762,good
moderate,excellent,excellent,large,very easy,agile,Customizing of bought solution,43.28888889,66.88873508,good
moderate,excellent,excellent,large,very easy,agile,Modernisation,44.78148148,70.37549749,excellent
moderate,excellent,excellent,medium,very complex,waterfall,Greenfield,37.1962963,52.65616889,good
moderate,excellent,excellent,medium,very complex,waterfall,Development with components,38.45925926,55.60650632,good
moderate,excellent,excellent,medium,very complex,waterfall,Customizing of bought solution,39.26296296,57.48399377,good
moderate,excellent,excellent,medium,very complex,waterfall,Modernisation,40.75555556,60.97075619,good
moderate,excellent,excellent,medium,very complex,agile,Greenfield,40.31111111,59.93251428,good
moderate,excellent,excellent,medium,very complex,agile,Development with components,41.57407407,62.8828517,good
moderate,excellent,excellent,medium,very complex,agile,Customizing of bought solution,42.37777778,64.76033916,good
moderate,excellent,excellent,medium,very complex,agile,Modernisation,43.87037037,68.24710157,good
moderate,excellent,excellent,medium,complex,waterfall,Greenfield,37.46296296,53.27911403,good
moderate,excellent,excellent,medium,complex,waterfall,Development with components,38.72592593,56.22945146,good
moderate,excellent,excellent,medium,complex,waterfall,Customizing of bought solution,39.52962963,58.10693892,good
moderate,excellent,excellent,medium,complex,waterfall,Modernisation,41.02222222,61.59370133,good
moderate,excellent,excellent,medium,complex,agile,Greenfield,40.57777778,60.55545942,good
moderate,excellent,excellent,medium,complex,agile,Development with components,41.84074074,63.50579685,good
moderate,excellent,excellent,medium,complex,agile,Customizing of bought solution,42.64444444,65.38328431,good
moderate,excellent,excellent,medium,complex,agile,Modernisation,44.13703704,68.87004672,good
moderate,excellent,excellent,medium,average,waterfall,Greenfield,38.7962963,56.39383976,good
moderate,excellent,excellent,medium,average,waterfall,Development with components,40.05925926,59.34417719,good
moderate,excellent,excellent,medium,average,waterfall,Customizing of bought solution,40.86296296,61.22166465,good
moderate,excellent,excellent,medium,average,waterfall,Modernisation,42.35555556,64.70842706,good
moderate,excellent,excellent,medium,average,agile,Greenfield,41.91111111,63.67018515,good
moderate,excellent,excellent,medium,average,agile,Development with components,43.17407407,66.62052258,good
moderate,excellent,excellent,medium,average,agile,Customizing of bought solution,43.97777778,68.49801004,good
moderate,excellent,excellent,medium,average,agile,Modernisation,45.47037037,71.98477245,excellent
moderate,excellent,excellent,medium,easy,waterfall,Greenfield,39.15185185,57.22443329,good
moderate,excellent,excellent,medium,easy,waterfall,Development with components,40.41481481,60.17477072,good
moderate,excellent,excellent,medium,easy,waterfall,Customizing of bought solution,41.21851852,62.05225818,good
moderate,excellent,excellent,medium,easy,waterfall,Modernisation,42.71111111,65.53902059,good
moderate,excellent,excellent,medium,easy,agile,Greenfield,42.26666667,64.50077868,good
moderate,excellent,excellent,medium,easy,agile,Development with components,43.52962963,67.45111611,good
moderate,excellent,excellent,medium,easy,agile,Customizing of bought solution,44.33333333,69.32860356,good
moderate,excellent,excellent,medium,easy,agile,Modernisation,45.82592593,72.81536598,excellent
moderate,excellent,excellent,medium,very easy,waterfall,Greenfield,39.32962963,57.63973006,good
moderate,excellent,excellent,medium,very easy,waterfall,Development with components,40.59259259,60.59006749,good
moderate,excellent,excellent,medium,very easy,waterfall,Customizing of bought solution,41.3962963,62.46755494,good
moderate,excellent,excellent,medium,very easy,waterfall,Modernisation,42.88888889,65.95431736,good
moderate,excellent,excellent,medium,very easy,agile,Greenfield,42.44444444,64.91607545,good
moderate,excellent,excellent,medium,very easy,agile,Development with components,43.70740741,67.86641287,good
moderate,excellent,excellent,medium,very easy,agile,Customizing of bought solution,44.51111111,69.74390033,good
moderate,excellent,excellent,medium,very easy,agile,Modernisation,46.0037037,73.23066274,excellent
moderate,excellent,excellent,moderate,very complex,waterfall,Greenfield,38.82592593,56.46305589,good
moderate,excellent,excellent,moderate,very complex,waterfall,Development with components,40.08888889,59.41339332,good
moderate,excellent,excellent,moderate,very complex,waterfall,Customizing of bought solution,40.89259259,61.29088078,good
moderate,excellent,excellent,moderate,very complex,waterfall,Modernisation,42.38518519,64.77764319,good
moderate,excellent,excellent,moderate,very complex,agile,Greenfield,41.94074074,63.73940128,good
moderate,excellent,excellent,moderate,very complex,agile,Development with components,43.2037037,66.68973871,good
moderate,excellent,excellent,moderate,very complex,agile,Customizing of bought solution,44.00740741,68.56722616,good
moderate,excellent,excellent,moderate,very complex,agile,Modernisation,45.5,72.05398858,excellent
moderate,excellent,excellent,moderate,complex,waterfall,Greenfield,39.09259259,57.08600104,good
moderate,excellent,excellent,moderate,complex,waterfall,Development with components,40.35555556,60.03633847,good
moderate,excellent,excellent,moderate,complex,waterfall,Customizing of bought solution,41.15925926,61.91382592,good
moderate,excellent,excellent,moderate,complex,waterfall,Modernisation,42.65185185,65.40058834,good
moderate,excellent,excellent,moderate,complex,agile,Greenfield,42.20740741,64.36234643,good
moderate,excellent,excellent,moderate,complex,agile,Development with components,43.47037037,67.31268386,good
moderate,excellent,excellent,moderate,complex,agile,Customizing of bought solution,44.27407407,69.19017131,good
moderate,excellent,excellent,moderate,complex,agile,Modernisation,45.76666667,72.67693373,excellent
moderate,excellent,excellent,moderate,average,waterfall,Greenfield,40.42592593,60.20072677,good
moderate,excellent,excellent,moderate,average,waterfall,Development with components,41.68888889,63.1510642,good
moderate,excellent,excellent,moderate,average,waterfall,Customizing of bought solution,42.49259259,65.02855165,good
moderate,excellent,excellent,moderate,average,waterfall,Modernisation,43.98518519,68.51531407,good
moderate,excellent,excellent,moderate,average,agile,Greenfield,43.54074074,67.47707216,good
moderate,excellent,excellent,moderate,average,agile,Development with components,44.8037037,70.42740959,excellent
moderate,excellent,excellent,moderate,average,agile,Customizing of bought solution,45.60740741,72.30489704,excellent
moderate,excellent,excellent,moderate,average,agile,Modernisation,47.1,75.79165946,excellent
moderate,excellent,excellent,moderate,easy,waterfall,Greenfield,40.78148148,61.0313203,good
moderate,excellent,excellent,moderate,easy,waterfall,Development with components,42.04444444,63.98165773,good
moderate,excellent,excellent,moderate,easy,waterfall,Customizing of bought solution,42.84814815,65.85914518,good
moderate,excellent,excellent,moderate,easy,waterfall,Modernisation,44.34074074,69.3459076,good
moderate,excellent,excellent,moderate,easy,agile,Greenfield,43.8962963,68.30766569,good
moderate,excellent,excellent,moderate,easy,agile,Development with components,45.15925926,71.25800311,excellent
moderate,excellent,excellent,moderate,easy,agile,Customizing of bought solution,45.96296296,73.13549057,excellent
moderate,excellent,excellent,moderate,easy,agile,Modernisation,47.45555556,76.62225298,excellent
moderate,excellent,excellent,moderate,very easy,waterfall,Greenfield,40.95925926,61.44661706,good
moderate,excellent,excellent,moderate,very easy,waterfall,Development with components,42.22222222,64.39695449,good
moderate,excellent,excellent,moderate,very easy,waterfall,Customizing of bought solution,43.02592593,66.27444194,good
moderate,excellent,excellent,moderate,very easy,waterfall,Modernisation,44.51851852,69.76120436,good
moderate,excellent,excellent,moderate,very easy,agile,Greenfield,44.07407407,68.72296245,good
moderate,excellent,excellent,moderate,very easy,agile,Development with components,45.33703704,71.67329988,excellent
moderate,excellent,excellent,moderate,very easy,agile,Customizing of bought solution,46.14074074,73.55078733,excellent
moderate,excellent,excellent,moderate,very easy,agile,Modernisation,47.63333333,77.03754975,excellent
moderate,excellent,excellent,small,very complex,waterfall,Greenfield,45.95555556,73.11818654,excellent
moderate,excellent,excellent,small,very complex,waterfall,Development with components,47.21851852,76.06852397,excellent
moderate,excellent,excellent,small,very complex,waterfall,Customizing of bought solution,48.02222222,77.94601142,excellent
moderate,excellent,excellent,small,very complex,waterfall,Modernisation,49.51481481,81.43277384,excellent
moderate,excellent,excellent,small,very complex,agile,Greenfield,49.07037037,80.39453193,excellent
moderate,excellent,excellent,small,very complex,agile,Development with components,50.33333333,83.34486935,excellent
moderate,excellent,excellent,small,very complex,agile,Customizing of bought solution,51.13703704,85.22235681,excellent
moderate,excellent,excellent,small,very complex,agile,Modernisation,52.62962963,88.70911922,excellent
moderate,excellent,excellent,small,complex,waterfall,Greenfield,46.22222222,73.74113168,excellent
moderate,excellent,excellent,small,complex,waterfall,Development with components,47.48518519,76.69146911,excellent
moderate,excellent,excellent,small,complex,waterfall,Customizing of bought solution,48.28888889,78.56895657,excellent
moderate,excellent,excellent,small,complex,waterfall,Modernisation,49.78148148,82.05571898,excellent
moderate,excellent,excellent,small,complex,agile,Greenfield,49.33703704,81.01747707,excellent
moderate,excellent,excellent,small,complex,agile,Development with components,50.6,83.9678145,excellent
moderate,excellent,excellent,small,complex,agile,Customizing of bought solution,51.4037037,85.84530196,excellent
moderate,excellent,excellent,small,complex,agile,Modernisation,52.8962963,89.33206437,excellent
moderate,excellent,excellent,small,average,waterfall,Greenfield,47.55555556,76.85585741,excellent
moderate,excellent,excellent,small,average,waterfall,Development with components,48.81851852,79.80619484,excellent
moderate,excellent,excellent,small,average,waterfall,Customizing of bought solution,49.62222222,81.6836823,excellent
moderate,excellent,excellent,small,average,waterfall,Modernisation,51.11481481,85.17044471,excellent
moderate,excellent,excellent,small,average,agile,Greenfield,50.67037037,84.1322028,excellent
moderate,excellent,excellent,small,average,agile,Development with components,51.93333333,87.08254023,excellent
moderate,excellent,excellent,small,average,agile,Customizing of bought solution,52.73703704,88.96002769,excellent
moderate,excellent,excellent,small,average,agile,Modernisation,54.22962963,92.4467901,excellent
moderate,excellent,excellent,small,easy,waterfall,Greenfield,47.91111111,77.68645094,excellent
moderate,excellent,excellent,small,easy,waterfall,Development with components,49.17407407,80.63678837,excellent
moderate,excellent,excellent,small,easy,waterfall,Customizing of bought solution,49.97777778,82.51427583,excellent
moderate,excellent,excellent,small,easy,waterfall,Modernisation,51.47037037,86.00103824,excellent
moderate,excellent,excellent,small,easy,agile,Greenfield,51.02592593,84.96279633,excellent
moderate,excellent,excellent,small,easy,agile,Development with components,52.28888889,87.91313376,excellent
moderate,excellent,excellent,small,easy,agile,Customizing of bought solution,53.09259259,89.79062121,excellent
moderate,excellent,excellent,small,easy,agile,Modernisation,54.58518519,93.27738363,excellent
moderate,excellent,excellent,small,very easy,waterfall,Greenfield,48.08888889,78.10174771,excellent
moderate,excellent,excellent,small,very easy,waterfall,Development with components,49.35185185,81.05208514,excellent
moderate,excellent,excellent,small,very easy,waterfall,Customizing of bought solution,50.15555556,82.92957259,excellent
moderate,excellent,excellent,small,very easy,waterfall,Modernisation,51.64814815,86.41633501,excellent
moderate,excellent,excellent,small,very easy,agile,Greenfield,51.2037037,85.3780931,excellent
moderate,excellent,excellent,small,very easy,agile,Development with components,52.46666667,88.32843052,excellent
moderate,excellent,excellent,small,very easy,agile,Customizing of bought solution,53.27037037,90.20591798,excellent
moderate,excellent,excellent,small,very easy,agile,Modernisation,54.76296296,93.69268039,excellent
good,precarious,precarious,grand,very complex,waterfall,Greenfield,15.75555556,2.569648728,precarious
good,precarious,precarious,grand,very complex,waterfall,Development with components,17.01851852,5.519986157,precarious
good,precarious,precarious,grand,very complex,waterfall,Customizing of bought solution,17.82222222,7.397473611,precarious
good,precarious,precarious,grand,very complex,waterfall,Modernisation,19.31481481,10.88423603,precarious
good,precarious,precarious,grand,very complex,agile,Greenfield,18.87037037,9.845994117,precarious
good,precarious,precarious,grand,very complex,agile,Development with components,20.13333333,12.79633155,precarious
good,precarious,precarious,grand,very complex,agile,Customizing of bought solution,20.93703704,14.673819,precarious
good,precarious,precarious,grand,very complex,agile,Modernisation,22.42962963,18.16058142,precarious
good,precarious,precarious,grand,complex,waterfall,Greenfield,16.02222222,3.192593874,precarious
good,precarious,precarious,grand,complex,waterfall,Development with components,17.28518519,6.142931303,precarious
good,precarious,precarious,grand,complex,waterfall,Customizing of bought solution,18.08888889,8.020418758,precarious
good,precarious,precarious,grand,complex,waterfall,Modernisation,19.58148148,11.50718117,precarious
good,precarious,precarious,grand,complex,agile,Greenfield,19.13703704,10.46893926,precarious
good,precarious,precarious,grand,complex,agile,Development with components,20.4,13.41927669,precarious
good,precarious,precarious,grand,complex,agile,Customizing of bought solution,21.2037037,15.29676415,precarious
good,precarious,precarious,grand,complex,agile,Modernisation,22.6962963,18.78352656,precarious
good,precarious,precarious,grand,average,waterfall,Greenfield,17.35555556,6.307319605,precarious
good,precarious,precarious,grand,average,waterfall,Development with components,18.61851852,9.257657034,precarious
good,precarious,precarious,grand,average,waterfall,Customizing of bought solution,19.42222222,11.13514449,precarious
good,precarious,precarious,grand,average,waterfall,Modernisation,20.91481481,14.6219069,precarious
good,precarious,precarious,grand,average,agile,Greenfield,20.47037037,13.58366499,precarious
